date,articles,frac
2021-01-01 00:00:00+00:00,86,0.0010187159440890785
2021-01-02 00:00:00+00:00,161,0.002212267780587007
2021-01-03 00:00:00+00:00,169,0.002343186733958183
2021-01-04 00:00:00+00:00,371,0.0028292749887515348
2021-01-05 00:00:00+00:00,353,0.002301983749168547
2021-01-06 00:00:00+00:00,157,0.0009714504931503459
2021-01-07 00:00:00+00:00,134,0.000814708528903913
2021-01-08 00:00:00+00:00,74,0.0004928601875532822
2021-01-09 00:00:00+00:00,52,0.0005370513813581203
2021-01-10 00:00:00+00:00,33,0.0004254112308564946
2021-01-11 00:00:00+00:00,122,0.000893458710490084
2021-01-12 00:00:00+00:00,170,0.0010871372478800823
2021-01-13 00:00:00+00:00,174,0.0009986741739414914
2021-01-14 00:00:00+00:00,180,0.001054080168652827
2021-01-15 00:00:00+00:00,135,0.0008461615604472747
2021-01-16 00:00:00+00:00,82,0.0008784333890388653
2021-01-17 00:00:00+00:00,143,0.0017483799975547133
2021-01-18 00:00:00+00:00,170,0.0013244723535873724
2021-01-19 00:00:00+00:00,249,0.0015787571567154244
2021-01-20 00:00:00+00:00,262,0.0016430452778126176
2021-01-21 00:00:00+00:00,274,0.0016960273345135372
2021-01-22 00:00:00+00:00,201,0.0012389358711999802
2021-01-23 00:00:00+00:00,112,0.0012450392965527974
2021-01-24 00:00:00+00:00,83,0.0010878540440646422
2021-01-25 00:00:00+00:00,231,0.0016523132385339475
2021-01-26 00:00:00+00:00,159,0.0009668357108978803
2021-01-27 00:00:00+00:00,221,0.0012825274495693957
2021-01-28 00:00:00+00:00,380,0.0022119772748439973
2021-01-29 00:00:00+00:00,310,0.0018968597792299972
2021-01-30 00:00:00+00:00,145,0.001536082037374465
2021-01-31 00:00:00+00:00,153,0.0019180864267178156
2021-02-01 00:00:00+00:00,443,0.0029212001318826243
2021-02-02 00:00:00+00:00,217,0.001262780561326327
2021-02-03 00:00:00+00:00,161,0.0009368526406442753
2021-02-04 00:00:00+00:00,299,0.0018570851836899474
2021-02-05 00:00:00+00:00,238,0.001537427973437379
2021-02-06 00:00:00+00:00,259,0.0028050035197920613
2021-02-07 00:00:00+00:00,127,0.0015687921535686934
2021-02-08 00:00:00+00:00,228,0.001586848643870797
2021-02-09 00:00:00+00:00,228,0.0013929363464745882
2021-02-10 00:00:00+00:00,249,0.0014691218899161597
2021-02-11 00:00:00+00:00,140,0.0008510690034589876
2021-02-12 00:00:00+00:00,129,0.000843197876971547
2021-02-13 00:00:00+00:00,252,0.0025562735212667754
2021-02-14 00:00:00+00:00,121,0.0014722343894485812
2021-02-15 00:00:00+00:00,133,0.0010549945663813687
2021-02-16 00:00:00+00:00,169,0.0011070279901219042
2021-02-17 00:00:00+00:00,585,0.0035518478716234677
2021-02-18 00:00:00+00:00,192,0.0011223803817262444
2021-02-19 00:00:00+00:00,251,0.0016304842083382054
2021-02-20 00:00:00+00:00,497,0.005466825061598029
2021-02-21 00:00:00+00:00,440,0.005585670216952509
2021-02-22 00:00:00+00:00,283,0.001979865537047272
2021-02-23 00:00:00+00:00,149,0.0009244724612683266
2021-02-24 00:00:00+00:00,137,0.0008349127607578814
2021-02-25 00:00:00+00:00,141,0.0008973975471133712
2021-02-26 00:00:00+00:00,243,0.0015927741800162555
