date,articles,frac
2021-01-01 00:00:00+00:00,70,0.0008291873963515755
2021-01-02 00:00:00+00:00,55,0.0007557436517533253
2021-01-03 00:00:00+00:00,85,0.0011785258721091455
2021-01-04 00:00:00+00:00,123,0.0009380076108259805
2021-01-05 00:00:00+00:00,135,0.0008803620570474612
2021-01-06 00:00:00+00:00,195,0.0012065786379892832
2021-01-07 00:00:00+00:00,186,0.0011308640774337897
2021-01-08 00:00:00+00:00,184,0.0012254901960784314
2021-01-09 00:00:00+00:00,90,0.0009295120061967467
2021-01-10 00:00:00+00:00,113,0.0014567111844479967
2021-01-11 00:00:00+00:00,179,0.0013108943375223364
2021-01-12 00:00:00+00:00,169,0.0010807423228925525
2021-01-13 00:00:00+00:00,168,0.0009642371334607504
2021-01-14 00:00:00+00:00,164,0.0009603841536614646
2021-01-15 00:00:00+00:00,127,0.0007960186531615103
2021-01-16 00:00:00+00:00,114,0.0012212366628101298
2021-01-17 00:00:00+00:00,91,0.001112605452989363
2021-01-18 00:00:00+00:00,158,0.001230980187451793
2021-01-19 00:00:00+00:00,157,0.0009954412594551068
2021-01-20 00:00:00+00:00,290,0.001818637902922363
2021-01-21 00:00:00+00:00,300,0.0018569642348688364
2021-01-22 00:00:00+00:00,426,0.002625804383737272
2021-01-23 00:00:00+00:00,94,0.0010449436953210978
2021-01-24 00:00:00+00:00,104,0.0013630942238882263
2021-01-25 00:00:00+00:00,247,0.0017667591771337015
2021-01-26 00:00:00+00:00,217,0.0013195179199046543
2021-01-27 00:00:00+00:00,301,0.001746790779730263
2021-01-28 00:00:00+00:00,308,0.0017928657911893452
2021-01-29 00:00:00+00:00,383,0.0023435396627260936
2021-01-30 00:00:00+00:00,129,0.0013665833298021103
2021-01-31 00:00:00+00:00,45,0.0005641430666817105
2021-02-01 00:00:00+00:00,169,0.0011144081767227169
2021-02-02 00:00:00+00:00,305,0.0017748759041683398
2021-02-03 00:00:00+00:00,203,0.0011812489816819124
2021-02-04 00:00:00+00:00,218,0.001353995217539828
2021-02-05 00:00:00+00:00,355,0.0022932223973540734
2021-02-06 00:00:00+00:00,120,0.0012996155304055884
2021-02-07 00:00:00+00:00,115,0.0014205598240976357
2021-02-08 00:00:00+00:00,211,0.001468530981827799
2021-02-09 00:00:00+00:00,201,0.0012279833580762815
2021-02-10 00:00:00+00:00,236,0.0013924207470691313
2021-02-11 00:00:00+00:00,347,0.002109435315716205
2021-02-12 00:00:00+00:00,229,0.0014968396420657695
2021-02-13 00:00:00+00:00,103,0.001044826082105071
2021-02-14 00:00:00+00:00,90,0.0010950503723171265
2021-02-15 00:00:00+00:00,310,0.002459009891565596
2021-02-16 00:00:00+00:00,294,0.0019258356751233124
2021-02-17 00:00:00+00:00,243,0.0014753829620589788
2021-02-18 00:00:00+00:00,223,0.0013035980475257943
2021-02-19 00:00:00+00:00,284,0.001844850658040041
2021-02-20 00:00:00+00:00,112,0.0012319605772615277
2021-02-21 00:00:00+00:00,247,0.003135592144516522
2021-02-22 00:00:00+00:00,331,0.0023156731193026397
2021-02-23 00:00:00+00:00,274,0.001700036606627661
2021-02-24 00:00:00+00:00,376,0.002291439401788054
2021-02-25 00:00:00+00:00,288,0.0018329822238911412
2021-02-26 00:00:00+00:00,174,0.0011405049684067015
2021-02-27 00:00:00+00:00,117,0.001264523101864361
2021-02-28 00:00:00+00:00,97,0.0014582957483913646
2021-03-01 00:00:00+00:00,170,0.0012432989841515947
2021-03-02 00:00:00+00:00,346,0.002288178186916382
2021-03-03 00:00:00+00:00,325,0.00197279365792365
2021-03-04 00:00:00+00:00,168,0.001057075801143907
2021-03-05 00:00:00+00:00,264,0.0016921775248057841
2021-03-06 00:00:00+00:00,91,0.0009748990283149245
2021-03-07 00:00:00+00:00,82,0.0010458916864365705
2021-03-08 00:00:00+00:00,204,0.0014108566804755416
2021-03-09 00:00:00+00:00,327,0.002108099744707187
2021-03-10 00:00:00+00:00,287,0.0017837941986289024
2021-03-11 00:00:00+00:00,241,0.0014519121864231149
2021-03-12 00:00:00+00:00,310,0.001984368298756249
2021-03-13 00:00:00+00:00,155,0.001680818070420855
2021-03-14 00:00:00+00:00,124,0.0015938713077457004
2021-03-15 00:00:00+00:00,212,0.0013985921718421175
2021-03-16 00:00:00+00:00,227,0.0014369998987136636
2021-03-17 00:00:00+00:00,477,0.0030900586916808104
2021-03-18 00:00:00+00:00,862,0.005449143435109678
2021-03-19 00:00:00+00:00,986,0.006504601378764389
2021-03-20 00:00:00+00:00,246,0.0027817669874368165
