date,articles,frac
2021-01-01 00:00:00+00:00,22,0.0002606017531390666
2021-01-02 00:00:00+00:00,10,0.00013740793668242277
2021-01-03 00:00:00+00:00,13,0.0001802451333813987
2021-01-04 00:00:00+00:00,79,0.0006024601728069306
2021-01-05 00:00:00+00:00,68,0.00044344162873501754
2021-01-06 00:00:00+00:00,54,0.00033412946898164764
2021-01-07 00:00:00+00:00,38,0.0002310367470026022
2021-01-08 00:00:00+00:00,45,0.00029971227621483377
2021-01-09 00:00:00+00:00,18,0.00018590240123934933
2021-01-10 00:00:00+00:00,22,0.0002836074872376631
2021-01-11 00:00:00+00:00,30,0.0002197029615959223
2021-01-12 00:00:00+00:00,63,0.00040288027421438345
2021-01-13 00:00:00+00:00,191,0.0010962457886369245
2021-01-14 00:00:00+00:00,42,0.0002459520393523263
2021-01-15 00:00:00+00:00,40,0.0002507145364288221
2021-01-16 00:00:00+00:00,22,0.00023567725071774436
2021-01-17 00:00:00+00:00,28,0.00034234013938134246
2021-01-18 00:00:00+00:00,56,0.0004362967752993697
2021-01-19 00:00:00+00:00,80,0.0005072312150089717
2021-01-20 00:00:00+00:00,62,0.0003888122413144362
2021-01-21 00:00:00+00:00,57,0.0003528232046250789
2021-01-22 00:00:00+00:00,141,0.0008691042678567026
2021-01-23 00:00:00+00:00,93,0.0010338272730304478
2021-01-24 00:00:00+00:00,62,0.000812613864241058
2021-01-25 00:00:00+00:00,76,0.0005436182083488312
2021-01-26 00:00:00+00:00,71,0.00043173166964622327
2021-01-27 00:00:00+00:00,78,0.0004526567469068456
2021-01-28 00:00:00+00:00,83,0.0004831424047685573
2021-01-29 00:00:00+00:00,89,0.0005445823237144186
2021-01-30 00:00:00+00:00,35,0.00037077842281452606
2021-01-31 00:00:00+00:00,31,0.0003886318903807339
2021-02-01 00:00:00+00:00,77,0.0005077481041872733
2021-02-02 00:00:00+00:00,35,0.00020367428408489145
2021-02-03 00:00:00+00:00,117,0.0006808183786048461
2021-02-04 00:00:00+00:00,106,0.0006583646470606503
2021-02-05 00:00:00+00:00,233,0.001505129066432392
2021-02-06 00:00:00+00:00,67,0.0007256186711431202
2021-02-07 00:00:00+00:00,24,0.00029646465894211525
2021-02-08 00:00:00+00:00,61,0.0004245516108601694
2021-02-09 00:00:00+00:00,68,0.0004154371559661052
2021-02-10 00:00:00+00:00,141,0.0008319123954946928
2021-02-11 00:00:00+00:00,45,0.0002735578939689603
2021-02-12 00:00:00+00:00,120,0.0007843701181130669
2021-02-13 00:00:00+00:00,46,0.0004666213570566336
2021-02-14 00:00:00+00:00,20,0.0002433445271815837
2021-02-15 00:00:00+00:00,57,0.000452140528449158
2021-02-16 00:00:00+00:00,74,0.00048473414952083377
2021-02-17 00:00:00+00:00,173,0.0010503755244288203
2021-02-18 00:00:00+00:00,71,0.00041504691199251744
2021-02-19 00:00:00+00:00,50,0.0003247976510633875
2021-02-20 00:00:00+00:00,33,0.0003629883843717001
2021-02-21 00:00:00+00:00,32,0.00040623056123290975
2021-02-22 00:00:00+00:00,73,0.0005107073646800383
2021-02-23 00:00:00+00:00,56,0.0003474527371209818
2021-02-24 00:00:00+00:00,51,0.00031080694013614564
2021-02-25 00:00:00+00:00,47,0.0002991325157044571
2021-02-26 00:00:00+00:00,45,0.00029495818148449177
2021-02-27 00:00:00+00:00,17,0.0001837341259119157
2021-02-28 00:00:00+00:00,9,0.00013530579108785856
2021-03-01 00:00:00+00:00,49,0.0003583626483731067
2021-03-02 00:00:00+00:00,49,0.0003240483559505859
2021-03-03 00:00:00+00:00,40,0.00024280537328291076
2021-03-04 00:00:00+00:00,72,0.0004530324862045316
2021-03-05 00:00:00+00:00,85,0.0005448298848806502
2021-03-06 00:00:00+00:00,30,0.00032139528405986524
2021-03-07 00:00:00+00:00,11,0.00014030254330246676
2021-03-08 00:00:00+00:00,84,0.0005809409860781643
2021-03-09 00:00:00+00:00,49,0.00031589262229557235
2021-03-10 00:00:00+00:00,49,0.00030455022903420285
2021-03-11 00:00:00+00:00,102,0.0006145022531749283
2021-03-12 00:00:00+00:00,77,0.0004928914806588102
2021-03-13 00:00:00+00:00,29,0.00031447563898196645
2021-03-14 00:00:00+00:00,19,0.0002442222165094218
2021-03-15 00:00:00+00:00,69,0.0004552021691372929
2021-03-16 00:00:00+00:00,50,0.0003165198014787805
2021-03-17 00:00:00+00:00,44,0.00028503686044854435
2021-03-18 00:00:00+00:00,38,0.00024021746001643592
2021-03-19 00:00:00+00:00,47,0.00031005706369363725
2021-03-20 00:00:00+00:00,28,0.00031662388474890595
2021-03-21 00:00:00+00:00,33,0.0004508381491044715
2021-03-22 00:00:00+00:00,67,0.00048131492363615464
2021-03-23 00:00:00+00:00,115,0.0007254605097148625
2021-03-24 00:00:00+00:00,70,0.00043753008019301325
2021-03-25 00:00:00+00:00,54,0.0003368536620359685
2021-03-26 00:00:00+00:00,83,0.0005369075419337728
2021-03-27 00:00:00+00:00,59,0.0006661698620238015
2021-03-28 00:00:00+00:00,70,0.0009850553038192001
2021-03-29 00:00:00+00:00,77,0.0005860683188211655
2021-03-30 00:00:00+00:00,96,0.0006577279609748076
2021-03-31 00:00:00+00:00,99,0.0006262018014371015
2021-04-01 00:00:00+00:00,80,0.0005075916678827717
2021-04-02 00:00:00+00:00,49,0.0004229132682564753
2021-04-03 00:00:00+00:00,34,0.00043172958490470204
2021-04-04 00:00:00+00:00,17,0.000246398237527901
2021-04-05 00:00:00+00:00,30,0.00025674380391619883
2021-04-06 00:00:00+00:00,48,0.00033735109111993533
2021-04-07 00:00:00+00:00,32,0.00020854377790087653
2021-04-08 00:00:00+00:00,49,0.00036074770483475547
2021-04-09 00:00:00+00:00,87,0.0006049985396586973
2021-04-10 00:00:00+00:00,24,0.00028371141820245175
2021-04-11 00:00:00+00:00,21,0.0002869793374877009
2021-04-12 00:00:00+00:00,60,0.00043320048518454343
2021-04-13 00:00:00+00:00,40,0.0002592823065753993
2021-04-14 00:00:00+00:00,52,0.00033394771149486554
2021-04-15 00:00:00+00:00,45,0.0002881290818286592
2021-04-16 00:00:00+00:00,66,0.0004440527211685315
2021-04-17 00:00:00+00:00,21,0.00025124726319945443
2021-04-18 00:00:00+00:00,25,0.0003442245996667906
2021-04-19 00:00:00+00:00,115,0.0008760970258410531
2021-04-20 00:00:00+00:00,162,0.0010939293672766561
2021-04-21 00:00:00+00:00,103,0.0006740573014148659
2021-04-22 00:00:00+00:00,173,0.0011713407450539629
2021-04-23 00:00:00+00:00,147,0.0010448281009005423
2021-04-24 00:00:00+00:00,61,0.0007165343231687262
2021-04-25 00:00:00+00:00,116,0.00159334093375273
2021-04-26 00:00:00+00:00,115,0.0008215518041992013
2021-04-27 00:00:00+00:00,50,0.00033013324177638096
2021-04-28 00:00:00+00:00,57,0.0003605381506290442
2021-04-29 00:00:00+00:00,179,0.0011605516186129138
2021-04-30 00:00:00+00:00,113,0.0007887150923773827
2021-05-01 00:00:00+00:00,51,0.0006064425603767078
2021-05-02 00:00:00+00:00,23,0.0003149045702237192
2021-05-03 00:00:00+00:00,42,0.00033994334277620395
2021-05-04 00:00:00+00:00,59,0.00041061473898125787
2021-05-05 00:00:00+00:00,68,0.00044017503430776004
2021-05-06 00:00:00+00:00,73,0.0004630363768989249
2021-05-07 00:00:00+00:00,88,0.0005943335697160031
2021-05-08 00:00:00+00:00,24,0.0002887982383307462
2021-05-09 00:00:00+00:00,57,0.0007874886021386532
2021-05-10 00:00:00+00:00,56,0.00041934058692705723
2021-05-11 00:00:00+00:00,96,0.0006199948333763885
2021-05-12 00:00:00+00:00,135,0.0008451127443001841
2021-05-13 00:00:00+00:00,59,0.0003827217353511634
2021-05-14 00:00:00+00:00,65,0.00045231550746320585
2021-05-15 00:00:00+00:00,24,0.0002925758868706571
2021-05-16 00:00:00+00:00,21,0.00029617928719518217
2021-05-17 00:00:00+00:00,92,0.0006904574280460806
2021-05-18 00:00:00+00:00,73,0.0004771460132162909
2021-05-19 00:00:00+00:00,96,0.000614498319731157
2021-05-20 00:00:00+00:00,124,0.0007981411036231744
2021-05-21 00:00:00+00:00,65,0.00045220851682563535
2021-05-22 00:00:00+00:00,23,0.0002775330928046529
2021-05-23 00:00:00+00:00,35,0.0004913315083877308
2021-05-24 00:00:00+00:00,75,0.0005865928341819376
2021-05-25 00:00:00+00:00,98,0.0006521811466409344
2021-05-26 00:00:00+00:00,50,0.000324252112502513
2021-05-27 00:00:00+00:00,44,0.0002870544946862299
2021-05-28 00:00:00+00:00,74,0.0005104610014692999
2021-05-29 00:00:00+00:00,23,0.0002833629016361128
2021-05-30 00:00:00+00:00,10,0.00014312499105468806
2021-05-31 00:00:00+00:00,48,0.0004952384882845146
2021-06-01 00:00:00+00:00,63,0.0004486700138874052
2021-06-02 00:00:00+00:00,52,0.0003425492249823785
2021-06-03 00:00:00+00:00,50,0.00032584115895183417
2021-06-04 00:00:00+00:00,45,0.0003138578712066789
2021-06-05 00:00:00+00:00,32,0.0003826012099763266
2021-06-06 00:00:00+00:00,18,0.0002542624270761233
2021-06-07 00:00:00+00:00,55,0.0004131176108281881
2021-06-08 00:00:00+00:00,39,0.0002580235396860052
2021-06-09 00:00:00+00:00,28,0.00018181463997454596
2021-06-10 00:00:00+00:00,43,0.00027366920394083653
2021-06-11 00:00:00+00:00,35,0.0002438769466606278
2021-06-12 00:00:00+00:00,16,0.0001913669581025966
2021-06-13 00:00:00+00:00,18,0.0002567357476002339
2021-06-14 00:00:00+00:00,51,0.00038897744693508653
2021-06-15 00:00:00+00:00,49,0.0003194429957233754
2021-06-16 00:00:00+00:00,46,0.0002995513242122126
2021-06-17 00:00:00+00:00,77,0.0005043062514326882
2021-06-18 00:00:00+00:00,57,0.0004058817246412931
2021-06-19 00:00:00+00:00,25,0.0003141058662411579
2021-06-20 00:00:00+00:00,9,0.000130353547789059
2021-06-21 00:00:00+00:00,40,0.00030651810755720396
2021-06-22 00:00:00+00:00,81,0.0005476747488133714
2021-06-23 00:00:00+00:00,103,0.000657554535530289
2021-06-24 00:00:00+00:00,65,0.0004212245321167505
2021-06-25 00:00:00+00:00,78,0.0005400839207322984
2021-06-26 00:00:00+00:00,107,0.0012684939301972685
2021-06-27 00:00:00+00:00,48,0.0006494912318683698
2021-06-28 00:00:00+00:00,43,0.00031732678016633826
2021-06-29 00:00:00+00:00,49,0.0003262468956609163
2021-06-30 00:00:00+00:00,77,0.00048258313591295957
2021-07-01 00:00:00+00:00,73,0.00046858250582518663
2021-07-02 00:00:00+00:00,36,0.0002567595518119379
2021-07-03 00:00:00+00:00,29,0.0003737546880437164
2021-07-04 00:00:00+00:00,30,0.0004410921441489127
2021-07-05 00:00:00+00:00,60,0.0005756279141163152
2021-07-06 00:00:00+00:00,78,0.0005682025132034237
